Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E;ano
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;6300.0;110.0;105.46;105.46;105.46;100.0;2019
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;12400.0;1975.0;1975.0;1975.0;1975.0;100.0;2019
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;29200.0;260.0;258.0;258.0;258.0;100.0;2019
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;92400.0;76920.0;76919.82;72369.09;69838.39;90.79;2019
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;20000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;55000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;1000.0;10940.0;10931.97;10931.97;10931.97;100.0;2019
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;9000.0;19000.0;18989.56;18989.56;11840.21;62.35;2019
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;143000.0;131860.0;131854.39;131854.39;131854.39;100.0;2019
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;790000.0;953880.0;953873.14;953873.14;872613.06;91.48;2019
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;4628900.0;5008.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas de capital;investimentos;outros servicos de terceiros   pessoa juridica;sem aplicacao;10000.0;10000.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas de capital;investimentos;servicos de consultoria;sem aplicacao;6000.0;55000.0;49998.0;49998.0;49998.0;100.0;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;2000.0;300.0;300.0;300.0;300.0;100.0;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;27100.0;16860.0;16857.87;16857.87;16857.87;100.0;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;17000.0;1250.0;1250.0;1250.0;1250.0;100.0;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;46000.0;74343.0;74334.56;74334.56;49737.16;66.91;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;7000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;2165700.0;2366857.0;2366420.2;2294570.35;2203823.96;93.13;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;174000.0;118530.0;118526.56;113195.2;113195.2;95.5;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;738000.0;508000.0;507999.96;486833.29;486833.29;95.83;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;111400.0;132550.0;132487.53;132487.53;107064.35;80.81;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;pessoal e encargos sociais;pensoes;sem aplicacao;708000.0;631450.0;631445.05;631445.05;580336.41;91.91;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;1000.0;23990.0;23989.2;23989.2;23989.2;100.0;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;3500300.0;3663960.0;3663928.35;3663928.35;3333006.99;90.97;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;56000.0;38790.0;33790.0;7790.0;7790.0;23.05;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas de capital;investimentos;outros servicos de terceiros   pessoa juridica;sem aplicacao;3000.0;3000.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas de capital;investimentos;servicos de consultoria;sem aplicacao;2000.0;2000.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;4000.0;300.0;293.79;293.79;293.79;100.0;2019
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;18000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;75000.0;1030.0;1025.0;1025.0;1025.0;100.0;2019
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;58000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;374000.0;214720.0;214708.99;214708.99;193636.69;90.19;2019
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;sentencas judiciais;sem aplicacao;498000.0;101730.0;101721.74;101721.74;101721.74;100.0;2019
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;1952000.0;2525000.0;2525000.0;2415800.0;1377800.0;54.57;2019
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;1084000.0;1639520.0;1639511.1;1639511.1;1528541.15;93.23;2019
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;54000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;pessoal e encargos sociais;sentencas judiciais;sem aplicacao;8000000.0;9361010.0;9361005.72;9361005.72;8553187.44;91.37;2019
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;3813000.0;4082310.0;4082292.75;4082292.75;3753027.78;91.93;2019
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;15000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;3000.0;311900.0;311890.0;311890.0;311890.0;100.0;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;65000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;obrigacoes tributarias e contributivas;sem aplicacao;6000.0;2640.0;2640.0;1320.0;1320.0;50.0;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;obrigacoes tributarias e contributivas;sem aplicacao;0.0;250.0;250.0;250.0;250.0;100.0;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;47000.0;6600.0;6600.0;6600.0;6600.0;100.0;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;1383000.0;3988040.0;3954946.01;3276372.01;3146931.46;79.57;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;3000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;20000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;12000.0;29080.0;29071.63;29071.63;14811.39;50.95;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;1766000.0;1728170.0;1728158.32;1728158.32;1577876.28;91.3;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;130000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas de capital;investimentos;servicos de consultoria;sem aplicacao;20000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;6300.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;1200.0;0.0;0.0;0.0;0.0;0.0;2019
